track_id,track_name,artist_name,popularity,album,uri,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,track_href,analysis_url,duration_ms,time_signature,release_date,in_playlist
5euumi7eqEgmxvCIJw2pSp,Hot Rod,['Dayglow'],66,Fuzzybrain,spotify:track:5euumi7eqEgmxvCIJw2pSp,0.707,0.768,7,-7.072,1,0.0323,0.0279,0.000292,0.169,0.832,139.985,audio_features,5euumi7eqEgmxvCIJw2pSp,https://api.spotify.com/v1/tracks/5euumi7eqEgmxvCIJw2pSp,https://api.spotify.com/v1/audio-analysis/5euumi7eqEgmxvCIJw2pSp,204014,4,2019,0
7cs7MLtAWvsdf3w5kBvfK2,Nothing's Gonna Hurt You Baby,['Cigarettes After Sex'],76,I.,spotify:track:7cs7MLtAWvsdf3w5kBvfK2,0.495,0.328,4,-14.079,1,0.0274,0.262,0.149,0.107,0.0927,97.241,audio_features,7cs7MLtAWvsdf3w5kBvfK2,https://api.spotify.com/v1/tracks/7cs7MLtAWvsdf3w5kBvfK2,https://api.spotify.com/v1/audio-analysis/7cs7MLtAWvsdf3w5kBvfK2,286293,4,2012,0
5eXnC2B5RU5fAhfwvV2ABD,Oceans,['Seafret'],58,Tell Me It's Real (Expanded Edition),spotify:track:5eXnC2B5RU5fAhfwvV2ABD,0.372,0.462,9,-9.1,0,0.0317,0.267,9.91e-06,0.101,0.176,129.026,audio_features,5eXnC2B5RU5fAhfwvV2ABD,https://api.spotify.com/v1/tracks/5eXnC2B5RU5fAhfwvV2ABD,https://api.spotify.com/v1/audio-analysis/5eXnC2B5RU5fAhfwvV2ABD,215440,3,2016,0
6Kr065i9AZnXip4zJAPi2J,Acertou Na Mosca,"['Tierry', 'Gusttavo Lima']",46,Acertou Na Mosca,spotify:track:6Kr065i9AZnXip4zJAPi2J,0.622,0.725,6,-3.754,1,0.0397,0.319,0.0,0.407,0.694,129.87,audio_features,6Kr065i9AZnXip4zJAPi2J,https://api.spotify.com/v1/tracks/6Kr065i9AZnXip4zJAPi2J,https://api.spotify.com/v1/audio-analysis/6Kr065i9AZnXip4zJAPi2J,145962,4,2020,0
463CkQjx2Zk1yXoBuierM9,Levitating (feat. DaBaby),"['Dua Lipa', 'DaBaby']",65,Levitating (feat. DaBaby),,0.702,0.825,6,-3.787,0,0.0601,0.00883,0.0,0.0674,0.915,102.977,audio_features,,,,203064,4,2020,1
4DRDolAzMaVs5o9LRfAWlQ,Forever 21,['Bonnie McKee'],31,Hot City,,0.501,0.866,6,-3.753,1,0.0543,0.0224,0.000472,0.32,0.782,175.907,audio_features,,,,223853,4,2024,1
5nPOpB9GqZO70ZKiPLfJ26,Rim Jhim,"['Jubin Nautiyal', 'Kunaal Vermaa', 'Ami Mishra']",49,Rim Jhim,spotify:track:5nPOpB9GqZO70ZKiPLfJ26,0.555,0.844,6,-3.709,0,0.0351,0.191,0.0,0.257,0.726,77.028,audio_features,5nPOpB9GqZO70ZKiPLfJ26,https://api.spotify.com/v1/tracks/5nPOpB9GqZO70ZKiPLfJ26,https://api.spotify.com/v1/audio-analysis/5nPOpB9GqZO70ZKiPLfJ26,226122,4,2021,0
2zvDnNLW4yZ4a0YcGiOEBX,GOOBA,['6ix9ine'],65,TattleTales,spotify:track:2zvDnNLW4yZ4a0YcGiOEBX,0.611,0.688,1,-5.688,1,0.341,0.0264,0.0,0.251,0.393,178.462,audio_features,2zvDnNLW4yZ4a0YcGiOEBX,https://api.spotify.com/v1/tracks/2zvDnNLW4yZ4a0YcGiOEBX,https://api.spotify.com/v1/audio-analysis/2zvDnNLW4yZ4a0YcGiOEBX,132303,4,2020,0
6125RUljDZ9MKwAICmzttp,It's Ok - Acoustic,['Tom Rosenthal'],50,B-Sides,spotify:track:6125RUljDZ9MKwAICmzttp,0.616,0.0663,8,-12.73,0,0.0387,0.985,0.00408,0.101,0.18,148.041,audio_features,6125RUljDZ9MKwAICmzttp,https://api.spotify.com/v1/tracks/6125RUljDZ9MKwAICmzttp,https://api.spotify.com/v1/audio-analysis/6125RUljDZ9MKwAICmzttp,191351,4,2013,0
2lkhdnz6pWlErZuRLnBXTt,IYKYK,['XG'],75,IYKYK,spotify:track:2lkhdnz6pWlErZuRLnBXTt,0.708,0.847,6,-5.969,0,0.0623,0.0255,1.87e-06,0.36,0.706,129.877,audio_features,2lkhdnz6pWlErZuRLnBXTt,https://api.spotify.com/v1/tracks/2lkhdnz6pWlErZuRLnBXTt,https://api.spotify.com/v1/audio-analysis/2lkhdnz6pWlErZuRLnBXTt,180000,4,2024,0
1SC5rEoYDGUK4NfG82494W,MONTERO (Call Me By Your Name),['Lil Nas X'],76,MONTERO,,0.593,0.503,8,-6.725,0,0.22,0.293,0.0,0.405,0.71,178.781,audio_features,,,,137704,4,2021,1
4sOKHlWiOt8urI3x0LPaBw,Don't Play Dumb,['Matty Gottesman'],31,Don't Play Dumb,,0.734,0.82,5,-5.458,0,0.0368,0.0458,0.0,0.24,0.952,111.987,audio_features,,,,200300,4,2023,1
4WDSPCfr60K0HI7YYhEHKu,Netflixxx,"['Brytiago', 'Bad Bunny']",73,Netflixxx,spotify:track:4WDSPCfr60K0HI7YYhEHKu,0.703,0.615,6,-5.647,0,0.119,0.691,0.0,0.131,0.637,134.82,audio_features,4WDSPCfr60K0HI7YYhEHKu,https://api.spotify.com/v1/tracks/4WDSPCfr60K0HI7YYhEHKu,https://api.spotify.com/v1/audio-analysis/4WDSPCfr60K0HI7YYhEHKu,219008,4,2017,0
3iam4WkRoqMoBBCwDFZNgd,Quase Algo - Ao Vivo Em Nova Iorque / 2022,['Henrique & Juliano'],69,To Be (Ao Vivo),spotify:track:3iam4WkRoqMoBBCwDFZNgd,0.359,0.76,10,-4.632,1,0.0513,0.39,0.0,0.247,0.496,154.136,audio_features,3iam4WkRoqMoBBCwDFZNgd,https://api.spotify.com/v1/tracks/3iam4WkRoqMoBBCwDFZNgd,https://api.spotify.com/v1/audio-analysis/3iam4WkRoqMoBBCwDFZNgd,178251,4,2023,0
2fadrikKAPlypHJWhvv8CM,Baldwin Park,['Sonder'],62,Into,spotify:track:2fadrikKAPlypHJWhvv8CM,0.724,0.297,5,-11.687,0,0.0508,0.612,0.797,0.191,0.388,125.003,audio_features,2fadrikKAPlypHJWhvv8CM,https://api.spotify.com/v1/tracks/2fadrikKAPlypHJWhvv8CM,https://api.spotify.com/v1/audio-analysis/2fadrikKAPlypHJWhvv8CM,95108,3,2017,0
0S0sZSnuiQy83F5ldUPR5i,Die On The Hill,['Dakota Cohen'],7,Die On The Hill,,0.596,0.711,7,-3.369,1,0.0267,0.00189,0.0,0.287,0.299,112.071,audio_features,,,,186160,4,2024,1
59ZTxQo8rBycIXPLUIKvE2,Dirrty (feat. Redman),"['Christina Aguilera', 'Redman']",65,Stripped,spotify:track:59ZTxQo8rBycIXPLUIKvE2,0.64,0.889,2,-3.073,1,0.322,0.107,0.0,0.339,0.436,99.931,audio_features,59ZTxQo8rBycIXPLUIKvE2,https://api.spotify.com/v1/tracks/59ZTxQo8rBycIXPLUIKvE2,https://api.spotify.com/v1/audio-analysis/59ZTxQo8rBycIXPLUIKvE2,298853,4,2002,0
7L4jh1QHuJrEV00tmPpChs,Divine,"['ZOA', 'Nocuous X']",27,Divine,spotify:track:7L4jh1QHuJrEV00tmPpChs,0.426,0.972,2,-1.495,1,0.0827,3.48e-05,0.172,0.148,0.203,149.921,audio_features,7L4jh1QHuJrEV00tmPpChs,https://api.spotify.com/v1/tracks/7L4jh1QHuJrEV00tmPpChs,https://api.spotify.com/v1/audio-analysis/7L4jh1QHuJrEV00tmPpChs,148800,4,2024,0
1EKRLxAKeZoARACpTQGcSh,The New Society,['Swift Weekend'],1,The New Society,,0.75,0.503,5,-9.81,0,0.0386,0.00196,8.22e-06,0.0842,0.708,104.999,audio_features,,,,194719,4,2024,1
5vCvXUhlrqjNdDSXZpl1vi,Vice City,"['Adriel Favela', 'Código FN']",54,Vice City,spotify:track:5vCvXUhlrqjNdDSXZpl1vi,0.676,0.864,7,-7.839,0,0.0453,0.0298,0.000303,0.339,0.435,121.711,audio_features,5vCvXUhlrqjNdDSXZpl1vi,https://api.spotify.com/v1/tracks/5vCvXUhlrqjNdDSXZpl1vi,https://api.spotify.com/v1/audio-analysis/5vCvXUhlrqjNdDSXZpl1vi,183973,3,2024,0
5H4MSA6eIr6x1iBTn1vpMG,Semenjak Ada Dirimu,"['Yovie Widianto', 'Hivi!']",70,Semenjak Ada Dirimu,spotify:track:5H4MSA6eIr6x1iBTn1vpMG,0.701,0.712,11,-7.331,0,0.0293,0.45,9.94e-05,0.176,0.735,137.884,audio_features,5H4MSA6eIr6x1iBTn1vpMG,https://api.spotify.com/v1/tracks/5H4MSA6eIr6x1iBTn1vpMG,https://api.spotify.com/v1/audio-analysis/5H4MSA6eIr6x1iBTn1vpMG,226957,4,2024,0
6KCjASeZqXT7URIH03RUhz,Stand Up,['Life in Polaroid'],19,Stand Up,,0.719,0.652,2,-5.018,1,0.035,0.00954,0.0,0.125,0.606,103.003,audio_features,,,,212226,4,2024,1
7u9xtTamHUZ3e8sZte1YEM,Light My Way,"['The M', 'Jordan Grace']",21,With You,,0.492,0.874,5,-7.721,0,0.0479,0.00871,0.0,0.397,0.246,130.057,audio_features,,,,146033,4,2024,1
05iIQNt5Ht2iiggFrtOPI8,Si el Destino...,['Los Avila'],57,Si el Destino...,spotify:track:05iIQNt5Ht2iiggFrtOPI8,0.598,0.878,0,-3.54,1,0.0366,0.214,2.09e-05,0.217,0.569,120.268,audio_features,05iIQNt5Ht2iiggFrtOPI8,https://api.spotify.com/v1/tracks/05iIQNt5Ht2iiggFrtOPI8,https://api.spotify.com/v1/audio-analysis/05iIQNt5Ht2iiggFrtOPI8,195060,4,2021,0
3cE5ltZFHmBpiS77itKaOM,Summertime,['Kenny Chesney'],59,The Road And The Radio,spotify:track:3cE5ltZFHmBpiS77itKaOM,0.48,0.928,4,-5.501,1,0.0899,0.169,0.0,0.0479,0.713,167.986,audio_features,3cE5ltZFHmBpiS77itKaOM,https://api.spotify.com/v1/tracks/3cE5ltZFHmBpiS77itKaOM,https://api.spotify.com/v1/audio-analysis/3cE5ltZFHmBpiS77itKaOM,206587,4,2005,0
3DN4nneEpta12HLWQYSnVr,Maybe Next Time,['Parker Matthews'],7,Maybe Next Time,,0.637,0.788,5,-5.594,0,0.0764,0.0938,0.0,0.117,0.852,74.97,audio_features,,,,153600,4,2024,1
6W19gzjtJOUi2lykSByW9a,Déjale Caer To' El Peso (feat. Yomo),"['Héctor ""El Father""', 'Yomo']",63,Goldstar Music La Familia Reggaeton Hits,spotify:track:6W19gzjtJOUi2lykSByW9a,0.846,0.619,3,-11.52,0,0.216,0.124,0.0,0.0748,0.75,96.005,audio_features,6W19gzjtJOUi2lykSByW9a,https://api.spotify.com/v1/tracks/6W19gzjtJOUi2lykSByW9a,https://api.spotify.com/v1/audio-analysis/6W19gzjtJOUi2lykSByW9a,248406,4,2006,0
27N6aK0HyweR6bqCuRDcP8,Putus,['Pamungkas'],46,Hardcore Romance,spotify:track:27N6aK0HyweR6bqCuRDcP8,0.467,0.723,9,-7.123,0,0.0461,0.322,0.0634,0.379,0.785,189.962,audio_features,27N6aK0HyweR6bqCuRDcP8,https://api.spotify.com/v1/tracks/27N6aK0HyweR6bqCuRDcP8,https://api.spotify.com/v1/audio-analysis/27N6aK0HyweR6bqCuRDcP8,213007,4,2024,0
1QxTcWKilusr3ZDvfQeepD,Don't Worry,"['Doppe & Kokke', 'Cale']",26,Don't Worry,,0.595,0.65,7,-9.209,1,0.062,0.221,0.0,0.261,0.461,127.846,audio_features,,,,155625,4,2024,1
4SCnoyiN3PK4R5WRxvlyjo,Death By Silence,['Mary McQueen'],8,Love Letters,,0.453,0.671,0,-7.448,1,0.0674,0.0565,0.0,0.142,0.419,195.977,audio_features,,,,193000,4,2024,1
3bAwZqXQtpi5xd8pv8fDNt,GOOD BOY,['Otis Zheng'],10,GOOD BOY,,0.747,0.54,1,-10.697,1,0.237,0.156,9.75e-05,0.0147,0.707,150.027,audio_features,,,,147600,4,2024,1
7JIdpPtJJ6CizezHbrRY22,Eu sou O Cara,"['MC Caverinha', 'WIU', 'Murillo e LT no Beat']",47,RELATOS,spotify:track:7JIdpPtJJ6CizezHbrRY22,0.956,0.497,10,-5.314,0,0.0572,0.13,0.0,0.0875,0.803,120.085,audio_features,7JIdpPtJJ6CizezHbrRY22,https://api.spotify.com/v1/tracks/7JIdpPtJJ6CizezHbrRY22,https://api.spotify.com/v1/audio-analysis/7JIdpPtJJ6CizezHbrRY22,193108,4,2024,0
7j5HsfX62zaKwEIFF6phgj,Who Needs You,['Brooke Hatala'],16,Who Needs You,,0.568,0.735,6,-5.568,1,0.0345,0.00179,0.0,0.104,0.507,133.893,audio_features,,,,219231,4,2024,1
4UHyrGQCHu0Orh2utUxbNY,fake love don't last (feat. iann dior),"['mgk', 'iann dior']",57,mainstream sellout,spotify:track:4UHyrGQCHu0Orh2utUxbNY,0.659,0.733,8,-4.878,1,0.0577,0.0226,0.0,0.205,0.763,146.053,audio_features,4UHyrGQCHu0Orh2utUxbNY,https://api.spotify.com/v1/tracks/4UHyrGQCHu0Orh2utUxbNY,https://api.spotify.com/v1/audio-analysis/4UHyrGQCHu0Orh2utUxbNY,143205,4,2022,0
00QuXoF6LyKwH9xz7lXGdf,Kurukku Siruthvalea (From Mudhalvan),"['Hariharan', 'Mahalakshmi Iyer']",52,Singer Special Hariharan and K.J.Jesudas,spotify:track:00QuXoF6LyKwH9xz7lXGdf,0.69,0.518,11,-8.843,0,0.0845,0.17,1.77e-06,0.382,0.746,76.995,audio_features,00QuXoF6LyKwH9xz7lXGdf,https://api.spotify.com/v1/tracks/00QuXoF6LyKwH9xz7lXGdf,https://api.spotify.com/v1/audio-analysis/00QuXoF6LyKwH9xz7lXGdf,398341,4,2013,0
2wlKu4eGvWamykQCssYHLb,Like That,['Chelsea Klein'],13,Like That,,0.489,0.523,5,-6.462,1,0.0898,0.204,0.0,0.114,0.533,185.934,audio_features,,,,152903,4,2024,1
0LWkaEyQRkF0XAms8Bg1fC,Party Up,['DMX'],68,...And Then There Was X,spotify:track:0LWkaEyQRkF0XAms8Bg1fC,0.51,0.931,11,-3.302,1,0.337,0.0738,0.0,0.5,0.533,201.932,audio_features,0LWkaEyQRkF0XAms8Bg1fC,https://api.spotify.com/v1/tracks/0LWkaEyQRkF0XAms8Bg1fC,https://api.spotify.com/v1/audio-analysis/0LWkaEyQRkF0XAms8Bg1fC,268867,4,1999,0
0tZ3mElWcr74OOhKEiNz1x,Bulls On Parade,['Rage Against The Machine'],71,Evil Empire,spotify:track:0tZ3mElWcr74OOhKEiNz1x,0.412,0.919,5,-7.291,1,0.184,0.0124,0.0601,0.424,0.572,166.367,audio_features,0tZ3mElWcr74OOhKEiNz1x,https://api.spotify.com/v1/tracks/0tZ3mElWcr74OOhKEiNz1x,https://api.spotify.com/v1/audio-analysis/0tZ3mElWcr74OOhKEiNz1x,229467,4,1996,0
5YNyJMdYhdJjSKc22gdFHJ,Overnight,['Bella Delle'],30,Overnight,,0.685,0.68,4,-7.599,0,0.0695,0.103,0.0,0.292,0.543,99.988,audio_features,,,,177632,4,2024,1
0GdfN7SCNlHza8VZgW3DY2,Fame,['MIRAMAR'],32,Fame,,0.761,0.833,4,-5.069,0,0.0313,0.00187,1.69e-05,0.23,0.919,128.026,audio_features,,,,172380,4,2024,1
3nISt6mN63h48gycpOWpBn,Games,['Other Gods'],15,Games,,0.791,0.742,2,-5.888,1,0.0363,0.00811,2.44e-06,0.284,0.546,125.044,audio_features,,,,203520,4,2024,1
0elArUu0PeUrV5JMsYYG9v,Follow the Sound,['Utkarsh Ambudkar'],21,Follow the Sound,,0.617,0.718,11,-6.138,1,0.0347,0.0786,0.00243,0.123,0.166,154.996,audio_features,,,,211800,4,2024,1
4bGcwP6hDcgewarP7lExHG,L.E.S Artistes,['Lilly Wood and The Prick'],37,Invincible Friends,spotify:track:4bGcwP6hDcgewarP7lExHG,0.887,0.686,4,-5.246,1,0.0276,0.0851,0.0112,0.0964,0.699,105.486,audio_features,4bGcwP6hDcgewarP7lExHG,https://api.spotify.com/v1/tracks/4bGcwP6hDcgewarP7lExHG,https://api.spotify.com/v1/audio-analysis/4bGcwP6hDcgewarP7lExHG,217466,4,2010,0
3rpmpn6Exe3uAiAb2ttjFe,Would You Say It Too?,['Telehope'],15,Would You Say It Too?,,0.559,0.835,11,-5.237,0,0.0261,0.000329,0.00604,0.262,0.579,144.978,audio_features,,,,225345,4,2024,1
5CZ40GBx1sQ9agT82CLQCT,traitor,['Olivia Rodrigo'],83,SOUR,,0.38,0.339,3,-7.885,1,0.0338,0.691,0.0,0.12,0.0849,100.607,audio_features,,,,229226,4,2021,1
13QI6bq0U8HMK7gUpAwFBK,Trip Switch,['Nothing But Thieves'],51,Nothing But Thieves (Track by Track),spotify:track:13QI6bq0U8HMK7gUpAwFBK,0.65,0.807,10,-4.157,0,0.0698,0.0197,0.00611,0.094,0.77,88.475,audio_features,13QI6bq0U8HMK7gUpAwFBK,https://api.spotify.com/v1/tracks/13QI6bq0U8HMK7gUpAwFBK,https://api.spotify.com/v1/audio-analysis/13QI6bq0U8HMK7gUpAwFBK,181147,4,2015,0
2wxNVpNqu5KTn70BusHEvX,Under My Skin,['MATH'],5,Under My Skin,,0.576,0.879,11,-5.086,0,0.0325,0.00193,0.134,0.0745,0.151,121.995,audio_features,,,,240000,4,2024,1
2njqJpdpw6df0H57CRT1tj,Centipede,['Sophia Sheth'],11,STARDUST,,0.583,0.544,7,-9.725,1,0.0344,0.00991,9.71e-06,0.151,0.322,130.025,audio_features,,,,189355,4,2024,1
3qFU8OirfY1FxhR7QopkY7,SO TIRED ROCK,"['NUEKI', 'TOLCHONOV', 'Ravens Rock']",52,SO TIRED ROCK,spotify:track:3qFU8OirfY1FxhR7QopkY7,0.379,0.847,4,-4.35,0,0.0452,2.96e-05,0.88,0.66,0.289,123.137,audio_features,3qFU8OirfY1FxhR7QopkY7,https://api.spotify.com/v1/tracks/3qFU8OirfY1FxhR7QopkY7,https://api.spotify.com/v1/audio-analysis/3qFU8OirfY1FxhR7QopkY7,176098,4,2023,0
1GIsnE71uUtWvGpvnJCTXO,Best Day Of My Life,['Tom Odell'],70,Best Day of My Life,spotify:track:1GIsnE71uUtWvGpvnJCTXO,0.685,0.188,10,-13.18,1,0.035,0.984,0.00315,0.107,0.102,117.914,audio_features,1GIsnE71uUtWvGpvnJCTXO,https://api.spotify.com/v1/tracks/1GIsnE71uUtWvGpvnJCTXO,https://api.spotify.com/v1/audio-analysis/1GIsnE71uUtWvGpvnJCTXO,146896,4,2022,0
0wHFktze2PHC5jDt3B17DC,First Class,['Jack Harlow'],72,Come Home The Kids Miss You,spotify:track:0wHFktze2PHC5jDt3B17DC,0.902,0.582,5,-5.902,0,0.109,0.111,3.18e-06,0.111,0.332,107.005,audio_features,0wHFktze2PHC5jDt3B17DC,https://api.spotify.com/v1/tracks/0wHFktze2PHC5jDt3B17DC,https://api.spotify.com/v1/audio-analysis/0wHFktze2PHC5jDt3B17DC,173948,4,2022,0
76UZxtnQZvglMQQbGFYmWx,Mazhai Kuruvi,['A.R. Rahman'],55,Chekka Chivantha Vaanam (Original Motion Picture Soundtrack),spotify:track:76UZxtnQZvglMQQbGFYmWx,0.772,0.478,2,-11.146,1,0.0371,0.639,0.00203,0.111,0.245,130.052,audio_features,76UZxtnQZvglMQQbGFYmWx,https://api.spotify.com/v1/tracks/76UZxtnQZvglMQQbGFYmWx,https://api.spotify.com/v1/audio-analysis/76UZxtnQZvglMQQbGFYmWx,348207,4,2018,0
4fSIb4hdOQ151TILNsSEaF,Todo De Ti,['Rauw Alejandro'],71,Todo De Ti,,0.78,0.718,3,-3.605,0,0.0506,0.31,0.000163,0.0932,0.342,127.949,audio_features,,,,199604,4,2021,1
1ShRHPAiiIrh0arZbSFmx1,Heavy,['The Marías'],72,CINEMA,spotify:track:1ShRHPAiiIrh0arZbSFmx1,0.76,0.413,0,-8.395,1,0.0307,0.326,0.745,0.0601,0.733,96.999,audio_features,1ShRHPAiiIrh0arZbSFmx1,https://api.spotify.com/v1/tracks/1ShRHPAiiIrh0arZbSFmx1,https://api.spotify.com/v1/audio-analysis/1ShRHPAiiIrh0arZbSFmx1,253213,4,2021,0
3HqO98WnjDKXCbc7sNxgc6,No Contact,['Bruklin'],39,No Contact,,0.742,0.789,8,-2.483,1,0.0462,0.00851,1.2e-06,0.0674,0.81,110.104,audio_features,,,,171272,4,2024,1
6aBUnkXuCEQQHAlTokv9or,This Must Be the Place (Naive Melody) - 2005 Remaster,['Talking Heads'],69,Speaking in Tongues (Deluxe Version),spotify:track:6aBUnkXuCEQQHAlTokv9or,0.942,0.641,7,-10.15,1,0.0333,0.331,0.179,0.028,0.966,114.443,audio_features,6aBUnkXuCEQQHAlTokv9or,https://api.spotify.com/v1/tracks/6aBUnkXuCEQQHAlTokv9or,https://api.spotify.com/v1/audio-analysis/6aBUnkXuCEQQHAlTokv9or,296147,4,1983,0
2kLuGgvxHpzR7MnYcBAAHp,What The Night Knows - After Dark Remix,"['Bird', 'Sleepcub']",6,What The Night Knows (After Dark Remix),,0.533,0.6,0,-8.262,1,0.0301,0.00296,0.226,0.104,0.135,155.971,audio_features,,,,328269,4,2024,1
4CwWGuyjw0kBqi7rvhKOOZ,Touch - Sped Up,['Mackenzie Testa'],9,Touch,,0.79,0.861,0,-5.238,0,0.0372,0.0611,0.000223,0.118,0.812,116.531,audio_features,,,,134682,4,2024,1
6qlpXtA29VcxCNgLWR5IWx,Pour que tu m'aimes encore,['Céline Dion'],64,D'Eux,spotify:track:6qlpXtA29VcxCNgLWR5IWx,0.537,0.602,2,-8.937,1,0.07,0.326,0.000115,0.0548,0.509,180.077,audio_features,6qlpXtA29VcxCNgLWR5IWx,https://api.spotify.com/v1/tracks/6qlpXtA29VcxCNgLWR5IWx,https://api.spotify.com/v1/audio-analysis/6qlpXtA29VcxCNgLWR5IWx,254093,4,1995,0
4bjTSqQhDK0ew8sIzo0cu8,not sorry,"['MFMF.', 'putri dahlia']",30,not sorry,spotify:track:4bjTSqQhDK0ew8sIzo0cu8,0.53,0.462,3,-6.308,0,0.0299,0.741,0.0,0.163,0.213,123.862,audio_features,4bjTSqQhDK0ew8sIzo0cu8,https://api.spotify.com/v1/tracks/4bjTSqQhDK0ew8sIzo0cu8,https://api.spotify.com/v1/audio-analysis/4bjTSqQhDK0ew8sIzo0cu8,166000,4,2023,0
1P3gyV5utKhs06Ot9ulwrJ,Stop With That Lying,['Sophia Sheth'],14,STARDUST,,0.802,0.566,4,-7.925,0,0.032,0.225,0.0,0.123,0.961,120.025,audio_features,,,,147852,4,2024,1
0yp3TvJNlG50Q4tAHWNCRm,Enjoy the Silence,['Depeche Mode'],74,"Violator | The 12"" Singles",spotify:track:0yp3TvJNlG50Q4tAHWNCRm,0.626,0.667,0,-11.817,0,0.0283,0.209,0.000257,0.0779,0.83,112.776,audio_features,0yp3TvJNlG50Q4tAHWNCRm,https://api.spotify.com/v1/tracks/0yp3TvJNlG50Q4tAHWNCRm,https://api.spotify.com/v1/audio-analysis/0yp3TvJNlG50Q4tAHWNCRm,257631,4,2022,0
3y07AZqqYEQzXzZEFFYVsE,Tangerine Skies,['Gerina'],13,Tangerine Skies,,0.671,0.633,8,-8.874,1,0.0371,0.00989,0.00612,0.149,0.163,119.969,audio_features,,,,192052,4,2024,1
2UbVnbE5FH6008mAm6Mmgw,Run,['OneRepublic'],66,Run,,0.682,0.72,11,-8.173,0,0.0381,0.326,0.0,0.148,0.673,117.003,audio_features,,,,169010,4,2021,1
2ZSRo6xUMxaiwVzPyepQpd,"Ainwayi Yunhi - From ""CTRL""","['Anika', 'Sneha Khanwalkar', 'Anvita Dutt']",38,"Ainwayi Yunhi (From ""CTRL"")",spotify:track:2ZSRo6xUMxaiwVzPyepQpd,0.668,0.513,0,-8.381,1,0.025,0.634,0.0112,0.109,0.259,104.017,audio_features,2ZSRo6xUMxaiwVzPyepQpd,https://api.spotify.com/v1/tracks/2ZSRo6xUMxaiwVzPyepQpd,https://api.spotify.com/v1/audio-analysis/2ZSRo6xUMxaiwVzPyepQpd,270865,4,2024,0
2fPb58e6f8KxejYDCaARwS,Say Something,['A Great Big World'],49,Is There Anybody Out There?,spotify:track:2fPb58e6f8KxejYDCaARwS,0.447,0.158,2,-7.571,1,0.036,0.872,1.58e-06,0.0816,0.142,140.942,audio_features,2fPb58e6f8KxejYDCaARwS,https://api.spotify.com/v1/tracks/2fPb58e6f8KxejYDCaARwS,https://api.spotify.com/v1/audio-analysis/2fPb58e6f8KxejYDCaARwS,233267,3,2014,0
0vU2PAFWVT5lbJ08qfasKy,(I Just) Died In Your Arms,['Cutting Crew'],32,(I Just) Died In Your Arms,spotify:track:0vU2PAFWVT5lbJ08qfasKy,0.528,0.897,11,-4.884,0,0.0413,0.00474,0.0,0.147,0.412,124.987,audio_features,0vU2PAFWVT5lbJ08qfasKy,https://api.spotify.com/v1/tracks/0vU2PAFWVT5lbJ08qfasKy,https://api.spotify.com/v1/audio-analysis/0vU2PAFWVT5lbJ08qfasKy,265348,4,2020,0
19kHhX6f6EfLU7rcO3RqjO,Back On 74,['Jungle'],79,Volcano,spotify:track:19kHhX6f6EfLU7rcO3RqjO,0.62,0.761,10,-7.282,0,0.175,0.207,0.000147,0.269,0.194,146.003,audio_features,19kHhX6f6EfLU7rcO3RqjO,https://api.spotify.com/v1/tracks/19kHhX6f6EfLU7rcO3RqjO,https://api.spotify.com/v1/audio-analysis/19kHhX6f6EfLU7rcO3RqjO,209483,4,2023,0
6PezjUXaWYIluesmlIYPJK,Personal Purviews,"['ellee ven', 'Prodéje']",6,Personal Purviews,,0.843,0.396,4,-18.682,0,0.204,0.401,0.0522,0.1,0.159,117.975,audio_features,,,,182907,4,2024,1
0ZGicTeWpoIMpJax3NAuhn,Hai Rama,"['Hariharan', 'Swarnalatha']",53,Rangeela (Original Motion Picture Soundtrack),spotify:track:0ZGicTeWpoIMpJax3NAuhn,0.48,0.395,6,-11.017,1,0.093,0.317,0.0,0.0943,0.464,84.692,audio_features,0ZGicTeWpoIMpJax3NAuhn,https://api.spotify.com/v1/tracks/0ZGicTeWpoIMpJax3NAuhn,https://api.spotify.com/v1/audio-analysis/0ZGicTeWpoIMpJax3NAuhn,407000,5,1995,0
07sihpyVSVH1c2E5O5B88H,Parachute - Ryda Remix,"['Inflection', 'Katharina Iwan', 'Ryda']",20,Parachute (Ryda Remix),,0.743,0.56,4,-12.712,0,0.276,0.183,0.000404,0.137,0.476,122.038,audio_features,,,,208524,4,2024,1
4ebsHxoJparZwABD79jXue,Electric Love,['RAAR'],7,Time Travelin',,0.742,0.454,0,-13.92,1,0.0378,0.0027,6.97e-05,0.106,0.319,130.043,audio_features,,,,345000,4,2024,1
5HCyWlXZPP0y6Gqq8TgA20,STAY (with Justin Bieber),"['The Kid LAROI', 'Justin Bieber']",78,STAY (with Justin Bieber),,0.591,0.764,1,-5.484,1,0.0483,0.0383,0.0,0.103,0.478,169.928,audio_features,,,,141805,4,2021,1
36AlMHDBFwSsD3FQOy1R81,Try a Little Tenderness,['Otis Redding'],61,Complete & Unbelievable: The Otis Redding Dictionary of Soul,spotify:track:36AlMHDBFwSsD3FQOy1R81,0.587,0.133,9,-15.151,0,0.0565,0.186,2.26e-05,0.258,0.068,102.938,audio_features,36AlMHDBFwSsD3FQOy1R81,https://api.spotify.com/v1/tracks/36AlMHDBFwSsD3FQOy1R81,https://api.spotify.com/v1/audio-analysis/36AlMHDBFwSsD3FQOy1R81,201733,4,1966,0
