track_id,track_name,artist_name,popularity,album,uri,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,track_href,analysis_url,duration_ms,time_signature
4iaDcHWWvPI63bMYpAIHhu,Match_3,"['Ufo361', 'lucidbeatz']",56,SONY,spotify:track:4iaDcHWWvPI63bMYpAIHhu,0.734,0.441,2,-8.83,1,0.136,0.169,2.67e-06,0.137,0.0422,134.972,audio_features,4iaDcHWWvPI63bMYpAIHhu,https://api.spotify.com/v1/tracks/4iaDcHWWvPI63bMYpAIHhu,https://api.spotify.com/v1/audio-analysis/4iaDcHWWvPI63bMYpAIHhu,114254,4
05uSa0qi1vy6ClsPrPxmgk,Jänner,"['makko', 'lucidbeatz']",58,Jänner,spotify:track:05uSa0qi1vy6ClsPrPxmgk,0.833,0.818,9,-6.674,0,0.207,0.0268,0.255,0.249,0.738,126.072,audio_features,05uSa0qi1vy6ClsPrPxmgk,https://api.spotify.com/v1/tracks/05uSa0qi1vy6ClsPrPxmgk,https://api.spotify.com/v1/audio-analysis/05uSa0qi1vy6ClsPrPxmgk,152836,4
5nKVY8ddr3VWhuuNn71SvN,with u,['lucidbeatz'],58,with u,spotify:track:5nKVY8ddr3VWhuuNn71SvN,0.432,0.795,8,-7.016,1,0.0328,0.0115,0.947,0.0812,0.221,169.988,audio_features,5nKVY8ddr3VWhuuNn71SvN,https://api.spotify.com/v1/tracks/5nKVY8ddr3VWhuuNn71SvN,https://api.spotify.com/v1/audio-analysis/5nKVY8ddr3VWhuuNn71SvN,112949,4
7cpFmkNmh3MM0WqXPSbs9f,Suavemente,['Elvis Crespo'],61,Suavemente,spotify:track:7cpFmkNmh3MM0WqXPSbs9f,0.811,0.88,8,-2.972,1,0.0628,0.254,0.00146,0.0475,0.915,124.12,audio_features,7cpFmkNmh3MM0WqXPSbs9f,https://api.spotify.com/v1/tracks/7cpFmkNmh3MM0WqXPSbs9f,https://api.spotify.com/v1/audio-analysis/7cpFmkNmh3MM0WqXPSbs9f,267000,4
3IS5IWZuDJJdqBJ9XVqpbh,Tu Sonrisa,['Elvis Crespo'],58,Suavemente,spotify:track:3IS5IWZuDJJdqBJ9XVqpbh,0.786,0.912,9,-2.894,1,0.0567,0.401,0.00114,0.0475,0.853,128.896,audio_features,3IS5IWZuDJJdqBJ9XVqpbh,https://api.spotify.com/v1/tracks/3IS5IWZuDJJdqBJ9XVqpbh,https://api.spotify.com/v1/audio-analysis/3IS5IWZuDJJdqBJ9XVqpbh,274160,4
2yB721Szta49XabGt5FQ0u,Nuestra Cancion,['Elvis Crespo'],52,Suavemente,spotify:track:2yB721Szta49XabGt5FQ0u,0.691,0.891,3,-2.912,1,0.0443,0.452,0.00174,0.237,0.934,126.217,audio_features,2yB721Szta49XabGt5FQ0u,https://api.spotify.com/v1/tracks/2yB721Szta49XabGt5FQ0u,https://api.spotify.com/v1/audio-analysis/2yB721Szta49XabGt5FQ0u,208800,4
6FeTled691bl3j2Npf7oo8,Azukita,"['Steve Aoki', 'Daddy Yankee', 'Play-N-Skillz', 'Elvis Crespo']",54,Neon Future III,spotify:track:6FeTled691bl3j2Npf7oo8,0.715,0.942,8,-2.889,1,0.107,0.00175,0.000461,0.0581,0.818,130.019,audio_features,6FeTled691bl3j2Npf7oo8,https://api.spotify.com/v1/tracks/6FeTled691bl3j2Npf7oo8,https://api.spotify.com/v1/audio-analysis/6FeTled691bl3j2Npf7oo8,226162,4
7gNI9f8NTCU6hLV0pLkTT7,Píntame,['Elvis Crespo'],57,Pintame,spotify:track:7gNI9f8NTCU6hLV0pLkTT7,0.753,0.895,9,-2.385,0,0.0508,0.498,3.85e-05,0.0431,0.886,119.171,audio_features,7gNI9f8NTCU6hLV0pLkTT7,https://api.spotify.com/v1/tracks/7gNI9f8NTCU6hLV0pLkTT7,https://api.spotify.com/v1/audio-analysis/7gNI9f8NTCU6hLV0pLkTT7,259067,4
7qvnwfrklCpXozI4ZDU3qc,Tatuaje,"['Elvis Crespo', 'Bachata Heightz']",55,Tatuaje,spotify:track:7qvnwfrklCpXozI4ZDU3qc,0.754,0.736,9,-5.404,1,0.0301,0.506,1.12e-05,0.213,0.96,135.024,audio_features,7qvnwfrklCpXozI4ZDU3qc,https://api.spotify.com/v1/tracks/7qvnwfrklCpXozI4ZDU3qc,https://api.spotify.com/v1/audio-analysis/7qvnwfrklCpXozI4ZDU3qc,230840,4
7zOqkF9TUdUPREtkIf1v4Q,Luna Llena,['Elvis Crespo'],48,Suavemente,spotify:track:7zOqkF9TUdUPREtkIf1v4Q,0.802,0.944,9,-3.531,1,0.0449,0.442,0.0029,0.106,0.94,122.115,audio_features,7zOqkF9TUdUPREtkIf1v4Q,https://api.spotify.com/v1/tracks/7zOqkF9TUdUPREtkIf1v4Q,https://api.spotify.com/v1/audio-analysis/7zOqkF9TUdUPREtkIf1v4Q,265667,4
7FFpxe3RMrRhG63dFtgRed,Pegadito Suavecito,"['Elvis Crespo', 'Fito Blanko']",51,One Flag,spotify:track:7FFpxe3RMrRhG63dFtgRed,0.777,0.892,8,-3.54,1,0.0303,0.186,8.93e-06,0.0747,0.821,115.02,audio_features,7FFpxe3RMrRhG63dFtgRed,https://api.spotify.com/v1/tracks/7FFpxe3RMrRhG63dFtgRed,https://api.spotify.com/v1/audio-analysis/7FFpxe3RMrRhG63dFtgRed,226120,4
2rb16cAxYD4hlpcY8Ddvqq,Para Darte Mi Vida (with Milly Quezada),"['Elvis Crespo', 'Milly Quezada']",41,Mis Favoritas,spotify:track:2rb16cAxYD4hlpcY8Ddvqq,0.775,0.812,9,-4.276,1,0.0371,0.08,2.24e-05,0.0353,0.647,145.302,audio_features,2rb16cAxYD4hlpcY8Ddvqq,https://api.spotify.com/v1/tracks/2rb16cAxYD4hlpcY8Ddvqq,https://api.spotify.com/v1/audio-analysis/2rb16cAxYD4hlpcY8Ddvqq,224800,4
40VX50kHlByBKYWSoa6I5B,Pica,"['Deorro', 'Elvis Crespo', 'Henry Fong']",46,Pica,spotify:track:40VX50kHlByBKYWSoa6I5B,0.685,0.974,3,-1.14,0,0.125,0.00797,0.369,0.0515,0.671,149.985,audio_features,40VX50kHlByBKYWSoa6I5B,https://api.spotify.com/v1/tracks/40VX50kHlByBKYWSoa6I5B,https://api.spotify.com/v1/audio-analysis/40VX50kHlByBKYWSoa6I5B,199912,4
3WLXf7K7mIGEBtFq41afce,Amores Como el Nuestro,['Jerry Rivera'],63,10 De Coleccion,spotify:track:3WLXf7K7mIGEBtFq41afce,0.698,0.872,0,-2.16,1,0.0456,0.583,0.00946,0.0848,0.62,179.556,audio_features,3WLXf7K7mIGEBtFq41afce,https://api.spotify.com/v1/tracks/3WLXf7K7mIGEBtFq41afce,https://api.spotify.com/v1/audio-analysis/3WLXf7K7mIGEBtFq41afce,302360,4
7t5cskTjWtXVQ6h1yI69op,Qué Hay de Malo,['Jerry Rivera'],63,Cara De Niño,spotify:track:7t5cskTjWtXVQ6h1yI69op,0.735,0.61,1,-8.635,1,0.0439,0.598,0.0,0.0541,0.789,91.951,audio_features,7t5cskTjWtXVQ6h1yI69op,https://api.spotify.com/v1/tracks/7t5cskTjWtXVQ6h1yI69op,https://api.spotify.com/v1/audio-analysis/7t5cskTjWtXVQ6h1yI69op,298640,4
1F1VPI3wUKEKA1DPx5Y9Fy,Cuenta Conmigo,['Jerry Rivera'],62,No Me Olvidaras,spotify:track:1F1VPI3wUKEKA1DPx5Y9Fy,0.673,0.718,1,-4.666,1,0.0379,0.609,6.88e-05,0.316,0.917,176.89,audio_features,1F1VPI3wUKEKA1DPx5Y9Fy,https://api.spotify.com/v1/tracks/1F1VPI3wUKEKA1DPx5Y9Fy,https://api.spotify.com/v1/audio-analysis/1F1VPI3wUKEKA1DPx5Y9Fy,230187,4
2WOMIZnu99mzeMo13bZq8m,Cara de Niño,['Jerry Rivera'],58,Cara De Niño,spotify:track:2WOMIZnu99mzeMo13bZq8m,0.758,0.666,5,-9.022,0,0.0445,0.56,0.0,0.0912,0.961,92.811,audio_features,2WOMIZnu99mzeMo13bZq8m,https://api.spotify.com/v1/tracks/2WOMIZnu99mzeMo13bZq8m,https://api.spotify.com/v1/audio-analysis/2WOMIZnu99mzeMo13bZq8m,296027,4
1ZYxQo0ZDNjye7ygHWJHle,Casi un Hechizo,['Jerry Rivera'],59,No Me Olvidaras,spotify:track:1ZYxQo0ZDNjye7ygHWJHle,0.683,0.691,0,-3.322,1,0.0418,0.705,1.48e-05,0.049,0.842,93.012,audio_features,1ZYxQo0ZDNjye7ygHWJHle,https://api.spotify.com/v1/tracks/1ZYxQo0ZDNjye7ygHWJHle,https://api.spotify.com/v1/audio-analysis/1ZYxQo0ZDNjye7ygHWJHle,224440,4
23gGTtWSjeTx4HEnAfdCgW,Ese,['Jerry Rivera'],61,No Me Olvidaras,spotify:track:23gGTtWSjeTx4HEnAfdCgW,0.528,0.714,5,-7.282,1,0.246,0.326,2.62e-06,0.158,0.603,79.344,audio_features,23gGTtWSjeTx4HEnAfdCgW,https://api.spotify.com/v1/tracks/23gGTtWSjeTx4HEnAfdCgW,https://api.spotify.com/v1/audio-analysis/23gGTtWSjeTx4HEnAfdCgW,211587,4
4h0SQIfkKHJZ1FWVRQbW4H,Nada Sin Ti,['Jerry Rivera'],61,Abriendo Puertas,spotify:track:4h0SQIfkKHJZ1FWVRQbW4H,0.741,0.465,0,-12.241,0,0.0413,0.694,2.35e-05,0.0605,0.858,85.744,audio_features,4h0SQIfkKHJZ1FWVRQbW4H,https://api.spotify.com/v1/tracks/4h0SQIfkKHJZ1FWVRQbW4H,https://api.spotify.com/v1/audio-analysis/4h0SQIfkKHJZ1FWVRQbW4H,272200,4
5K0CnXCbQSGtxx6mGwPx9Y,Te Buscaré,['Jerry Rivera'],60,Te Buscaré,spotify:track:5K0CnXCbQSGtxx6mGwPx9Y,0.628,0.817,5,-4.342,1,0.0564,0.227,0.0,0.273,0.679,179.913,audio_features,5K0CnXCbQSGtxx6mGwPx9Y,https://api.spotify.com/v1/tracks/5K0CnXCbQSGtxx6mGwPx9Y,https://api.spotify.com/v1/audio-analysis/5K0CnXCbQSGtxx6mGwPx9Y,284271,4
5EUxyA4nqOjPTuykdXTIZF,Esa Niña,['Jerry Rivera'],45,Abriendo Puertas,spotify:track:5EUxyA4nqOjPTuykdXTIZF,0.731,0.506,10,-13.169,0,0.0421,0.744,2.25e-06,0.0635,0.96,165.571,audio_features,5EUxyA4nqOjPTuykdXTIZF,https://api.spotify.com/v1/tracks/5EUxyA4nqOjPTuykdXTIZF,https://api.spotify.com/v1/audio-analysis/5EUxyA4nqOjPTuykdXTIZF,302227,4
5irJ9qqvXp2hPpRqAhqWiS,Mi Libertad - with Special Guest: Voltio,['Jerry Rivera'],52,Canto A Mi Idolo...Frankie Ruiz,spotify:track:5irJ9qqvXp2hPpRqAhqWiS,0.774,0.771,8,-4.463,1,0.0417,0.678,0.0,0.739,0.905,94.945,audio_features,5irJ9qqvXp2hPpRqAhqWiS,https://api.spotify.com/v1/tracks/5irJ9qqvXp2hPpRqAhqWiS,https://api.spotify.com/v1/audio-analysis/5irJ9qqvXp2hPpRqAhqWiS,275760,4
39JofJHEtg8I4fSyo7Imft,B.O.T.A. (Baddest Of Them All) - Edit,"['Eliza Rose', 'Interplanetary Criminal']",72,B.O.T.A. (Baddest Of Them All),spotify:track:39JofJHEtg8I4fSyo7Imft,0.733,0.921,0,-7.077,1,0.0446,0.161,0.662,0.122,0.729,136.996,audio_features,39JofJHEtg8I4fSyo7Imft,https://api.spotify.com/v1/tracks/39JofJHEtg8I4fSyo7Imft,https://api.spotify.com/v1/audio-analysis/39JofJHEtg8I4fSyo7Imft,226627,4
5bD7LPq8ga7vAc93ZAm6AZ,Body Moving,"['Eliza Rose', 'Calvin Harris']",51,96 Months,spotify:track:5bD7LPq8ga7vAc93ZAm6AZ,0.788,0.906,10,-5.863,0,0.0382,0.0222,0.00283,0.0822,0.811,128.004,audio_features,5bD7LPq8ga7vAc93ZAm6AZ,https://api.spotify.com/v1/tracks/5bD7LPq8ga7vAc93ZAm6AZ,https://api.spotify.com/v1/audio-analysis/5bD7LPq8ga7vAc93ZAm6AZ,154216,4
45bfH0GZvUyujIBiKRhXso,B.O.T.A. (Baddest Of Them All),"['Eliza Rose', 'Interplanetary Criminal']",54,B.O.T.A. (Baddest Of Them All),spotify:track:45bfH0GZvUyujIBiKRhXso,0.756,0.962,0,-7.526,1,0.0583,0.0671,0.703,0.194,0.749,136.981,audio_features,45bfH0GZvUyujIBiKRhXso,https://api.spotify.com/v1/tracks/45bfH0GZvUyujIBiKRhXso,https://api.spotify.com/v1/audio-analysis/45bfH0GZvUyujIBiKRhXso,358267,4
1UTHkifQMS6znmSx2Svobk,Better Love,['Eliza Rose'],41,Better Love,spotify:track:1UTHkifQMS6znmSx2Svobk,0.849,0.816,9,-5.623,1,0.0585,0.488,0.844,0.108,0.912,142.051,audio_features,1UTHkifQMS6znmSx2Svobk,https://api.spotify.com/v1/tracks/1UTHkifQMS6znmSx2Svobk,https://api.spotify.com/v1/audio-analysis/1UTHkifQMS6znmSx2Svobk,138080,4
5eac5chlvwAbaq2vq7NHvo,Pleasure Peak,"['Eliza Rose', 'The Martinez Brothers']",41,Pleasure Peak,spotify:track:5eac5chlvwAbaq2vq7NHvo,0.765,0.9,9,-5.045,0,0.0825,0.0753,0.62,0.101,0.594,130.969,audio_features,5eac5chlvwAbaq2vq7NHvo,https://api.spotify.com/v1/tracks/5eac5chlvwAbaq2vq7NHvo,https://api.spotify.com/v1/audio-analysis/5eac5chlvwAbaq2vq7NHvo,200827,4
1j1gU6llk8Nqv3Kga9WBi7,Body Moving - Riordan Remix,"['Eliza Rose', 'Calvin Harris', 'Riordan']",40,Body Moving (Riordan Remix),spotify:track:1j1gU6llk8Nqv3Kga9WBi7,0.689,0.825,10,-7.432,0,0.0405,0.108,0.263,0.0657,0.482,131.034,audio_features,1j1gU6llk8Nqv3Kga9WBi7,https://api.spotify.com/v1/tracks/1j1gU6llk8Nqv3Kga9WBi7,https://api.spotify.com/v1/audio-analysis/1j1gU6llk8Nqv3Kga9WBi7,186250,4
6m0BUnTtBwn2PMztmMd5Ai,Body Moving - Extended,"['Eliza Rose', 'Calvin Harris']",34,Body Moving (Extended),spotify:track:6m0BUnTtBwn2PMztmMd5Ai,0.851,0.977,6,-6.562,1,0.0757,0.00348,0.0811,0.66,0.879,128.008,audio_features,6m0BUnTtBwn2PMztmMd5Ai,https://api.spotify.com/v1/tracks/6m0BUnTtBwn2PMztmMd5Ai,https://api.spotify.com/v1/audio-analysis/6m0BUnTtBwn2PMztmMd5Ai,263089,4
51F6fC9PaCAbFScUjU64vG,Slay The Beast,"['Or:la', 'Eliza Rose']",33,Trusting Theta,spotify:track:51F6fC9PaCAbFScUjU64vG,0.819,0.595,9,-8.274,1,0.0546,0.0167,0.32,0.249,0.402,131.028,audio_features,51F6fC9PaCAbFScUjU64vG,https://api.spotify.com/v1/tracks/51F6fC9PaCAbFScUjU64vG,https://api.spotify.com/v1/audio-analysis/51F6fC9PaCAbFScUjU64vG,222220,4
2IQNZmPvM72xoVyMCzwNdP,DR Pleasure,"['Sally C', 'Eliza Rose']",31,DR Pleasure,spotify:track:2IQNZmPvM72xoVyMCzwNdP,0.726,0.987,0,-6.072,1,0.0497,4.83e-05,0.781,0.302,0.537,134.964,audio_features,2IQNZmPvM72xoVyMCzwNdP,https://api.spotify.com/v1/tracks/2IQNZmPvM72xoVyMCzwNdP,https://api.spotify.com/v1/audio-analysis/2IQNZmPvM72xoVyMCzwNdP,336200,4
7kHtP8yDfKnqPViJei9lHr,Temptation,"['Eliza Rose', 'M4A4']",31,Shades of Red,spotify:track:7kHtP8yDfKnqPViJei9lHr,0.924,0.769,6,-7.351,0,0.291,0.00615,0.226,0.0833,0.347,132.978,audio_features,7kHtP8yDfKnqPViJei9lHr,https://api.spotify.com/v1/tracks/7kHtP8yDfKnqPViJei9lHr,https://api.spotify.com/v1/audio-analysis/7kHtP8yDfKnqPViJei9lHr,351907,4
25Ejjmf1GqZRjAIXYgML9R,Borracho de Amor,['Edwin Luna y La Trakalosa de Monterrey'],67,Reto de Éxitos Remex,spotify:track:25Ejjmf1GqZRjAIXYgML9R,0.642,0.482,7,-5.615,0,0.0418,0.706,0.0,0.088,0.937,153.907,audio_features,25Ejjmf1GqZRjAIXYgML9R,https://api.spotify.com/v1/tracks/25Ejjmf1GqZRjAIXYgML9R,https://api.spotify.com/v1/audio-analysis/25Ejjmf1GqZRjAIXYgML9R,204200,3
4WB9JuTaMwjQH11rQ1Y64D,Broche de Oro,['Edwin Luna y La Trakalosa de Monterrey'],65,Broche de Oro,spotify:track:4WB9JuTaMwjQH11rQ1Y64D,0.666,0.622,7,-3.22,0,0.035,0.457,0.0,0.0767,0.466,129.952,audio_features,4WB9JuTaMwjQH11rQ1Y64D,https://api.spotify.com/v1/tracks/4WB9JuTaMwjQH11rQ1Y64D,https://api.spotify.com/v1/audio-analysis/4WB9JuTaMwjQH11rQ1Y64D,214093,4
49stmNyFjPLuYn3cD5UDDI,Supiste Hacerme Mal,['Edwin Luna y La Trakalosa de Monterrey'],66,La Revancha,spotify:track:49stmNyFjPLuYn3cD5UDDI,0.615,0.477,5,-4.232,1,0.0276,0.504,0.0,0.0851,0.553,134.949,audio_features,49stmNyFjPLuYn3cD5UDDI,https://api.spotify.com/v1/tracks/49stmNyFjPLuYn3cD5UDDI,https://api.spotify.com/v1/audio-analysis/49stmNyFjPLuYn3cD5UDDI,225280,3
6dmjHRIprOaIeDOk65RNdI,Fíjate Que Sí,['Edwin Luna y La Trakalosa de Monterrey'],64,Me Hiciste un Borracho,spotify:track:6dmjHRIprOaIeDOk65RNdI,0.51,0.434,4,-4.455,1,0.0358,0.384,0.0,0.104,0.598,114.675,audio_features,6dmjHRIprOaIeDOk65RNdI,https://api.spotify.com/v1/tracks/6dmjHRIprOaIeDOk65RNdI,https://api.spotify.com/v1/audio-analysis/6dmjHRIprOaIeDOk65RNdI,204587,3
0GwDQtLhXfS2rVoyq3KMC5,San Lunes,['Edwin Luna y La Trakalosa de Monterrey'],60,Doble Vida,spotify:track:0GwDQtLhXfS2rVoyq3KMC5,0.735,0.486,4,-4.357,0,0.04,0.378,0.0,0.15,0.898,146.04,audio_features,0GwDQtLhXfS2rVoyq3KMC5,https://api.spotify.com/v1/tracks/0GwDQtLhXfS2rVoyq3KMC5,https://api.spotify.com/v1/audio-analysis/0GwDQtLhXfS2rVoyq3KMC5,227467,4
7a8fHLHxe9osGif6BN78ZV,Mi Padrino el Diablo,['Edwin Luna y La Trakalosa de Monterrey'],58,Mi Padrino el Diablo,spotify:track:7a8fHLHxe9osGif6BN78ZV,0.809,0.698,10,-3.728,1,0.0392,0.706,0.0,0.0662,0.968,113.029,audio_features,7a8fHLHxe9osGif6BN78ZV,https://api.spotify.com/v1/tracks/7a8fHLHxe9osGif6BN78ZV,https://api.spotify.com/v1/audio-analysis/7a8fHLHxe9osGif6BN78ZV,160480,3
10CggBq18uiSWYaKA5ST0d,Si Ya No Me Quieres,['Edwin Luna y La Trakalosa de Monterrey'],57,Me Hiciste un Borracho,spotify:track:10CggBq18uiSWYaKA5ST0d,0.705,0.712,3,-1.718,1,0.0288,0.116,5.74e-06,0.0766,0.83,120.01,audio_features,10CggBq18uiSWYaKA5ST0d,https://api.spotify.com/v1/tracks/10CggBq18uiSWYaKA5ST0d,https://api.spotify.com/v1/audio-analysis/10CggBq18uiSWYaKA5ST0d,224000,4
3opTNcoH22CTN1XMtf6tw3,Más Que Disney,['Edwin Luna y La Trakalosa de Monterrey'],57,Norteño Vibe,spotify:track:3opTNcoH22CTN1XMtf6tw3,0.835,0.534,8,-4.551,1,0.0352,0.532,0.0,0.349,0.889,104.987,audio_features,3opTNcoH22CTN1XMtf6tw3,https://api.spotify.com/v1/tracks/3opTNcoH22CTN1XMtf6tw3,https://api.spotify.com/v1/audio-analysis/3opTNcoH22CTN1XMtf6tw3,162093,3
6SvqghKwvaWt9OGdDl5sgy,Un Par de Cerdos,['Edwin Luna y La Trakalosa de Monterrey'],51,Un Par de Cerdos,spotify:track:6SvqghKwvaWt9OGdDl5sgy,0.687,0.558,0,-4.952,0,0.0424,0.676,0.0,0.164,0.805,132.16,audio_features,6SvqghKwvaWt9OGdDl5sgy,https://api.spotify.com/v1/tracks/6SvqghKwvaWt9OGdDl5sgy,https://api.spotify.com/v1/audio-analysis/6SvqghKwvaWt9OGdDl5sgy,191080,4
4lgxE8vVqu2Yykw5Ltc5UR,Como los Gatos (feat. Xitlali Sarmiento),"['Edwin Luna y La Trakalosa de Monterrey', 'Xitlali Sarmiento']",51,La Banda Grande de la Sultana del Norte,spotify:track:4lgxE8vVqu2Yykw5Ltc5UR,0.671,0.647,9,-2.935,0,0.0512,0.665,0.0,0.0299,0.824,147.848,audio_features,4lgxE8vVqu2Yykw5Ltc5UR,https://api.spotify.com/v1/tracks/4lgxE8vVqu2Yykw5Ltc5UR,https://api.spotify.com/v1/audio-analysis/4lgxE8vVqu2Yykw5Ltc5UR,182093,4
62aP9fBQKYKxi7PDXwcUAS,ily (i love you baby) (feat. Emilee),"['Surf Mesa', 'Emilee']",73,ily (i love you baby) (feat. Emilee),spotify:track:62aP9fBQKYKxi7PDXwcUAS,0.674,0.774,11,-7.567,0,0.0892,0.0686,0.00188,0.393,0.33,112.05,audio_features,62aP9fBQKYKxi7PDXwcUAS,https://api.spotify.com/v1/tracks/62aP9fBQKYKxi7PDXwcUAS,https://api.spotify.com/v1/audio-analysis/62aP9fBQKYKxi7PDXwcUAS,176547,4
1tiUDs0Hikbz6MvwNog3A8,Hey Now,"['VisionV', 'Surf Mesa', 'MKLA']",55,Hey Now,spotify:track:1tiUDs0Hikbz6MvwNog3A8,0.555,0.87,10,-8.263,1,0.0614,0.262,0.0238,0.663,0.332,133.957,audio_features,1tiUDs0Hikbz6MvwNog3A8,https://api.spotify.com/v1/tracks/1tiUDs0Hikbz6MvwNog3A8,https://api.spotify.com/v1/audio-analysis/1tiUDs0Hikbz6MvwNog3A8,151410,4
4IvuPZogXbY7LODs7qzr0W,Carried Away (Love To Love) (with Madison Beer),"['Surf Mesa', 'Madison Beer']",54,Carried Away (Love To Love) (with Madison Beer),spotify:track:4IvuPZogXbY7LODs7qzr0W,0.518,0.683,1,-5.295,1,0.0364,0.346,0.0,0.311,0.304,141.971,audio_features,4IvuPZogXbY7LODs7qzr0W,https://api.spotify.com/v1/tracks/4IvuPZogXbY7LODs7qzr0W,https://api.spotify.com/v1/audio-analysis/4IvuPZogXbY7LODs7qzr0W,182654,4
4TpXLhpLYQPMHM1A8W9J84,ily (i love you baby) (Topic Remix) [feat. Emilee],"['Surf Mesa', 'Topic', 'Emilee']",51,ily (i love you baby) (Topic Remix) [feat. Emilee],spotify:track:4TpXLhpLYQPMHM1A8W9J84,0.797,0.791,11,-4.198,1,0.0432,0.000679,0.00751,0.0678,0.589,126.004,audio_features,4TpXLhpLYQPMHM1A8W9J84,https://api.spotify.com/v1/tracks/4TpXLhpLYQPMHM1A8W9J84,https://api.spotify.com/v1/audio-analysis/4TpXLhpLYQPMHM1A8W9J84,156960,4
3ng7epefERNazaZkkbwLdq,Another Life (feat. FLETCHER & Josh Golden),"['Surf Mesa', 'Joshua Golden', 'FLETCHER']",51,Another Life,spotify:track:3ng7epefERNazaZkkbwLdq,0.648,0.724,0,-5.189,1,0.0263,0.0198,0.0,0.15,0.382,125.014,audio_features,3ng7epefERNazaZkkbwLdq,https://api.spotify.com/v1/tracks/3ng7epefERNazaZkkbwLdq,https://api.spotify.com/v1/audio-analysis/3ng7epefERNazaZkkbwLdq,162954,4
4mUJ5LUrEYm12deebNCZSA,City Of Love,"['Surf Mesa', 'Selah Sol']",48,City Of Love,spotify:track:4mUJ5LUrEYm12deebNCZSA,0.691,0.824,6,-5.469,0,0.0679,0.291,0.000855,0.132,0.484,123.929,audio_features,4mUJ5LUrEYm12deebNCZSA,https://api.spotify.com/v1/tracks/4mUJ5LUrEYm12deebNCZSA,https://api.spotify.com/v1/audio-analysis/4mUJ5LUrEYm12deebNCZSA,166718,4
3QNG9RhD93ypeMp3DUmkaO,Be Kind (with Halsey) [Surf Mesa Remix],"['Marshmello', 'Halsey', 'Surf Mesa']",43,Be Kind (with Halsey) [Surf Mesa Remix],spotify:track:3QNG9RhD93ypeMp3DUmkaO,0.684,0.677,4,-5.398,1,0.0426,0.0305,0.0,0.093,0.494,113.12,audio_features,3QNG9RhD93ypeMp3DUmkaO,https://api.spotify.com/v1/tracks/3QNG9RhD93ypeMp3DUmkaO,https://api.spotify.com/v1/audio-analysis/3QNG9RhD93ypeMp3DUmkaO,174289,4
3DIhIFClJnFyEdxj2ONqlw,DREAM,"['Surf Mesa', 'Zeeba']",40,DREAM,spotify:track:3DIhIFClJnFyEdxj2ONqlw,0.697,0.805,11,-6.74,0,0.0376,0.00322,0.0219,0.107,0.465,127.019,audio_features,3DIhIFClJnFyEdxj2ONqlw,https://api.spotify.com/v1/tracks/3DIhIFClJnFyEdxj2ONqlw,https://api.spotify.com/v1/audio-analysis/3DIhIFClJnFyEdxj2ONqlw,160646,4
0bmQ5H9mHFzRnJ4ZntylFg,Somewhere (feat. Gus Dapperton),"['Surf Mesa', 'Gus Dapperton']",40,Somewhere (feat. Gus Dapperton),spotify:track:0bmQ5H9mHFzRnJ4ZntylFg,0.731,0.636,0,-6.845,1,0.0314,0.00295,0.00059,0.196,0.703,122.996,audio_features,0bmQ5H9mHFzRnJ4ZntylFg,https://api.spotify.com/v1/tracks/0bmQ5H9mHFzRnJ4ZntylFg,https://api.spotify.com/v1/audio-analysis/0bmQ5H9mHFzRnJ4ZntylFg,183943,4
4G0cM5vW6osbKteFqcgexA,Manzanita,['Surf Mesa'],38,Manzanita,spotify:track:4G0cM5vW6osbKteFqcgexA,0.612,0.92,3,-5.081,0,0.034,0.00351,0.858,0.144,0.061,126.986,audio_features,4G0cM5vW6osbKteFqcgexA,https://api.spotify.com/v1/tracks/4G0cM5vW6osbKteFqcgexA,https://api.spotify.com/v1/audio-analysis/4G0cM5vW6osbKteFqcgexA,164433,4
3PKN5j2dKkzsLbrpcdyzLX,Sentosa,"['Peso Pluma', 'Tornillo', 'Polo Gonzalez', 'Garena Free Fire']",67,Sentosa,spotify:track:3PKN5j2dKkzsLbrpcdyzLX,0.824,0.636,9,-6.677,0,0.294,0.031,1.19e-06,0.0979,0.672,174.072,audio_features,3PKN5j2dKkzsLbrpcdyzLX,https://api.spotify.com/v1/tracks/3PKN5j2dKkzsLbrpcdyzLX,https://api.spotify.com/v1/audio-analysis/3PKN5j2dKkzsLbrpcdyzLX,151595,4
0KUPRHjyvFMnl4XLN3q1S1,Tan Solo Morro,"['Polo Gonzalez', 'Aldo Trujillo']",66,Un Album Sencillo,spotify:track:0KUPRHjyvFMnl4XLN3q1S1,0.656,0.715,1,-9.3,1,0.0332,0.0912,0.0,0.13,0.961,147.125,audio_features,0KUPRHjyvFMnl4XLN3q1S1,https://api.spotify.com/v1/tracks/0KUPRHjyvFMnl4XLN3q1S1,https://api.spotify.com/v1/audio-analysis/0KUPRHjyvFMnl4XLN3q1S1,144545,3
2cVqu4Y1kveK3KuL1aXgNj,Sencillo Soy,['Polo Gonzalez'],62,Un Album Sencillo,spotify:track:2cVqu4Y1kveK3KuL1aXgNj,0.67,0.628,4,-8.823,0,0.0585,0.273,0.0,0.136,0.7,154.974,audio_features,2cVqu4Y1kveK3KuL1aXgNj,https://api.spotify.com/v1/tracks/2cVqu4Y1kveK3KuL1aXgNj,https://api.spotify.com/v1/audio-analysis/2cVqu4Y1kveK3KuL1aXgNj,172955,3
